id,name,type,subtype,rarity,gorgeous,simple,elegant,lively,mature,cute,sexy,pure,warm,cool,tag1,tag2,maincolor,othercolor,category,inasuit,suit,animated,pose,img
C1056,Shell in Star Sea,coat,coat,5,A,,SS,,,S,,SS,,A,Evening Gown,,,,,FALSE,,FALSE,FALSE,
C1057,Domain of Dominance,coat,coat,5,,S,,A,,A,SS,,S,,Street,,,,,FALSE,,FALSE,FALSE,
C1058,Business Bigwig,coat,coat,5,S,,SS,,A,,SS,,,S,Evening Gown,,,,,FALSE,,FALSE,FALSE,
C1059,Sweet Temptation,coat,coat,5,A,,A,,SS,,SS,,,A,Gothic,,,,,FALSE,,FALSE,FALSE,
C1060,Misty Water,coat,coat,5,A,,SS,,SS,,S,,,A,Republic of China,,,,,FALSE,,FALSE,FALSE,
C1061,Dazzling Purple Magic,coat,coat,4,A,,,SS,,A,A,,S,,Street,,,,,FALSE,,FALSE,FALSE,
C1062,Halloween Carnival,coat,coat,4,A,,,S,,SS,A,,A,,Street,Animal,,,,FALSE,,FALSE,TRUE,
C1063,Blue Letter,coat,coat,4,A,,,S,,S,,SS,,A,Sports,,,,,FALSE,,FALSE,FALSE,
C1064,Fill in the Blanks,coat,coat,4,B,,,SS,,A,,S,,A,Sports,,,,,FALSE,,FALSE,FALSE,
C1065,Flavor of the First Sakura,coat,coat,4,A,,,S,,A,,SS,,A,Sports,,,,,FALSE,,FALSE,FALSE,
C1066,Stream Valley,coat,coat,4,B,,,SS,,SS,A,,A,,Traditional,,,,,FALSE,,FALSE,FALSE,
C1067,Cyan Sky,coat,coat,4,A,,,SS,,S,A,,A,,Traditional,,,,,FALSE,,FALSE,FALSE,
C1068,Attached to Earth,coat,coat,4,A,,,SS,,SS,A,,A,,Traditional,,,,,FALSE,,FALSE,FALSE,
C1069,Style Icon,coat,coat,4,,S,S,,A,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
C1070,Style Icon-Platinum,coat,coat,4,,SS,SS,,A,,A,,,B,,,,,,FALSE,,FALSE,FALSE,
C1071,Tranquil Waterside,coat,coat,5,A,,A,,,SS,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
C1072,Green Waves,coat,coat,5,A,,SS,,,S,,SS,,A,,,,,,FALSE,,FALSE,TRUE,
C1073,Composed Investigator,coat,coat,4,A,,SS,,S,,,S,A,,Unisex,,,,,FALSE,,FALSE,FALSE,
C1074,Pure White Foam,coat,coat,3,B,,,SS,,SS,,B,,B,Maiden,,,,,FALSE,,FALSE,FALSE,
C1075,Colorful Autumn,coat,coat,4,S,,,A,,SS,,A,A,,Dryad,,,,,FALSE,,FALSE,FALSE,
C1077,Cover Page,coat,coat,5,,A,S,,SS,,S,,S,,Britain,,,,,FALSE,,FALSE,FALSE,
C1078,Imprint of Time,coat,coat,5,,A,SS,,SS,,A,,S,,Britain,,,,,FALSE,,FALSE,TRUE,
C1079,Flying Jade,coat,coat,3,,S,B,,A,,S,,,B,Goddess,,,,,FALSE,,FALSE,FALSE,
C1080,Flying Jadeite-Gorgeous,coat,coat,4,B,,B,,S,,SS,,,S,Goddess,,,,,FALSE,,FALSE,FALSE,
C1081,Flying Jadeite-Treasured,coat,coat,5,SS,,A,,A,,SS,,,A,Goddess,,,,,FALSE,,FALSE,FALSE,
C1082,Flying Jadeite-Fantasy,coat,coat,5,SS,,A,,A,,SS,,,S,Goddess,,,,,FALSE,,FALSE,FALSE,
C1083,Happy Marriage,coat,coat,5,S,,SS,,SS,,A,,A,,Wedding,Chinese Classical,,,,FALSE,,FALSE,FALSE,
C1084,Mist in Mountain,coat,coat,5,A,,SS,,A,,SS,,,A,Lady,,,,,FALSE,,FALSE,FALSE,
C1085,Exotic Zone,coat,coat,4,A,,,SS,,A,SS,,,A,POP,,,,,FALSE,,FALSE,FALSE,
C1086,Inspiration Overload,coat,coat,4,A,,,S,,A,S,,,A,POP,,,,,FALSE,,FALSE,TRUE,
C1087,Always Riding with You,coat,coat,5,A,,S,,SS,,SS,,A,,Unisex,,,,,FALSE,,FALSE,FALSE,
C1088,Crystal Sugar Coating,coat,coat,5,S,,,SS,,SS,,A,,S,Lolita,,,,,FALSE,,FALSE,FALSE,
C1089,Flying Sakura,coat,coat,5,S,,,S,,SS,,SS,,A,Kimono,,,,,FALSE,,FALSE,FALSE,
C1090,Flowing Bee Syrup,coat,coat,4,A,,,S,,A,,S,,B,Dryad,,,,,FALSE,,FALSE,FALSE,
C1091,Honey Harvest,coat,coat,4,A,,,SS,,S,,A,,A,,,,,,FALSE,,FALSE,TRUE,
C1092,Blessing from God,coat,coat,5,S,,,A,SS,,SS,,A,,Traditional,,,,,FALSE,,FALSE,FALSE,
C1093,Guard of God,coat,coat,5,B,,,A,SS,,SS,,S,,Traditional,,,,,FALSE,,FALSE,FALSE,
C1094,Benediction of God,coat,coat,5,S,,,A,SS,,SS,,S,,Traditional,,,,,FALSE,,FALSE,FALSE,
C1095,Floating Ghost,coat,coat,4,,A,,SS,,S,A,,,A,Gothic,,,,,FALSE,,FALSE,FALSE,
C1096,Sharp Claw Wolf,coat,coat,5,SS,,S,,S,,A,,,A,Gothic,,,,,FALSE,,FALSE,FALSE,
C1097,Kitty Shirt,coat,coat,4,A,,,SS,A,,S,,A,,,,,,,FALSE,,FALSE,FALSE,
C1098,Star Stealer Night,coat,coat,5,A,,SS,,A,,SS,,,A,European,,,,,FALSE,,FALSE,FALSE,
C1099,Compelling Aura,coat,coat,5,SS,,,S,A,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
C1100,Red Haze Brocade,coat,coat,5,A,,SS,,,A,,SS,,A,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
C1101,Clash of Day and Night,coat,coat,5,A,,,A,SS,,SS,,,S,Gothic,,,,,FALSE,,FALSE,FALSE,
C1102,Fluttering Leaves,coat,coat,5,A,,S,,,S,,SS,,S,Dryad,,,,,FALSE,,FALSE,FALSE,
C1103,Finger Tip Dream,coat,coat,5,S,,SS,,,A,,SS,,S,Dryad,,,,,FALSE,,FALSE,TRUE,
C1104,Sinking in Fog,coat,coat,5,S,,SS,,S,,S,,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
C1105,Road of Oath,coat,coat,5,,A,SS,,,S,,SS,S,,Traditional,,,,,FALSE,,FALSE,FALSE,
C1106,Road of Oath · Cyan,coat,coat,5,,A,SS,,,S,,SS,A,,Traditional,,,,,FALSE,,FALSE,FALSE,
C1108,Wheat Jumper,coat,coat,5,S,,,B,,SS,,SS,,A,Lolita,,,,,FALSE,,FALSE,FALSE,
C1109,Wheat Flour Fairy,coat,coat,5,A,,,A,,SS,,SS,,S,Lolita,,,,,FALSE,,FALSE,TRUE,
C1110,Gorgeous Scene,coat,coat,5,A,,,SS,,A,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
C1111,Silver Wrapping,coat,coat,3,,S,B,,,S,,A,A,,,,,,,FALSE,,FALSE,FALSE,
C1112,Silver Wrapping · Gorgeous,coat,coat,4,A,,A,,,S,,A,SS,,Winter,,,,,FALSE,,FALSE,FALSE,
C1113,Silver Wrapping · Rare,coat,coat,5,SS,,A,,,S,,A,SS,,Winter,,,,,FALSE,,FALSE,FALSE,
C1114,Silver Wrapping · Clear,coat,coat,5,SS,,B,,,S,,A,SS,,Winter,,,,,FALSE,,FALSE,FALSE,
C1115,Translucent Feather,coat,coat,5,A,,S,,,A,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
C1116,Fantasy Song,coat,coat,5,A,,SS,,,A,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
C1117,Illusionary Waves,coat,coat,5,S,,SS,,,A,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
C1119,Hometown of Mechanics,coat,coat,5,SS,,,SS,,A,,A,S,,,,,,,FALSE,,FALSE,FALSE,
C1120,Mist-shrouded Bell,coat,coat,4,,A,,A,,SS,,SS,B,,Pop,,,,,TRUE,Time Recorder,FALSE,FALSE,
C1121,Top Design,coat,coat,5,A,,SS,,SS,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
C1122,Ensnaring Nightmare,coat,coat,5,A,,SS,,SS,,A,,,S,Gothic,,,,,FALSE,,FALSE,FALSE,
C1123,Glow of Eternal Night,coat,coat,4,SS,,S,,A,,A,,A,,Britain,,,,,FALSE,,FALSE,FALSE,
C1124,Glow of Eternal Night · Gold,coat,coat,4,SS,,S,,A,,A,,A,,Britain,,,,,FALSE,,FALSE,FALSE,
C1125,Gluttony Froggy,coat,coat,4,,A,,SS,,A,,A,S,,Sports,,,,,FALSE,,FALSE,FALSE,
C1126,Greedy Froggy,coat,coat,4,,A,,SS,,A,,A,S,,Sports,,,,,FALSE,,FALSE,FALSE,
C1127,Childhood Companion,coat,coat,4,,A,,A,,S,,SS,A,,POP,,,,,FALSE,,FALSE,FALSE,
C1128,Warm Nest,coat,coat,4,,A,,A,,S,,SS,A,,POP,,,,,FALSE,,FALSE,FALSE,
C1129,White Rabbit Gift,coat,coat,4,,A,,A,,SS,,S,S,,POP,,,,,FALSE,,FALSE,FALSE,
C1130,Fantasy Ritual,coat,coat,5,A,,SS,,,A,,SS,A,,Britain,,,,,FALSE,,FALSE,FALSE,
C1131,Pilot of Dream,coat,coat,5,A,,S,,,S,,SS,A,,Britain,,,,,FALSE,,FALSE,TRUE,
C1132,Moon Track,coat,coat,5,S,,SS,,S,,A,,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
C1133,Looking at the Moon and Stars,coat,coat,5,A,,SS,,SS,,A,,,S,Traditional,,,,,FALSE,,FALSE,TRUE,
C1134,Soft Vitality,coat,coat,5,A,,A,,,S,,A,SS,,Lolita,Animal,,,,FALSE,,FALSE,FALSE,
C1135,New Year Knot,coat,coat,5,S,,,A,,SS,S,,S,,Kimono,,,,,FALSE,,FALSE,FALSE,
C1136,Weaving Fairytale,coat,coat,5,S,,SS,,,B,,A,SS,,Lolita,Winter,,,,FALSE,,FALSE,FALSE,
C1137,Nightingale Woods,coat,coat,3,,S,A,,,A,,S,B,,European,,,,,FALSE,,FALSE,FALSE,
C1138,Nightingale Woods · Gorgeous,coat,coat,4,A,,S,,,A,,SS,A,,European,,,,,FALSE,,FALSE,FALSE,
C1139,Nightingale Woods · Rare,coat,coat,5,SS,,S,,,S,,SS,A,,European,,,,,FALSE,,FALSE,FALSE,
C1140,Nightingale Woods · Memory,coat,coat,5,SS,,A,,,S,,SS,S,,European,,,,,FALSE,,FALSE,FALSE,
C1141,Bright Moonlight,coat,coat,6,S,,SS,,S,,S,,,S,Evening Gown,,,,,FALSE,,FALSE,FALSE,
C1142,Leisure Elegance,coat,coat,5,A,,SS,,S,,,A,SS,,Chinese Classical,Winter,,,,FALSE,,FALSE,FALSE,
C1143,Stray Golden Rat,coat,coat,5,,A,,SS,,A,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
C1144,Auspicious Blessing,coat,coat,4,A,,,B,,S,,S,SS,,Modern China,,,,,FALSE,,FALSE,FALSE,
C1145,Crimson Note,coat,coat,3,,S,A,,S,,A,,B,,,,,,,FALSE,,FALSE,FALSE,
C1146,Smoke of Old City,coat,coat,4,,A,SS,,,B,,SS,,B,Modern China,,,,,FALSE,,FALSE,FALSE,
C1147,Snowy Glutinous Rice,coat,coat,4,A,,S,,,SS,B,,S,,Winter,,,,,FALSE,,FALSE,FALSE,
C1149,Snow Makeup,coat,coat,5,A,,SS,,,A,,S,A,,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
C1150,Stirring Dreamland,coat,coat,5,,A,,S,,A,S,,,A,Future,,,,,FALSE,,FALSE,FALSE,
C1151,Abandoned Underwater City,coat,coat,5,A,,SS,,SS,,S,,,A,Future,,,,,FALSE,,FALSE,FALSE,
C1152,Floating Dust Cloak,coat,coat,5,A,,A,,SS,,S,,SS,,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
C1153,Verdant Healing,coat,coat,5,A,,SS,,A,,,SS,,A,Goddess,,,,,FALSE,,FALSE,FALSE,
C1154,Majestic Poetry,coat,coat,5,A,,SS,,A,,,S,,S,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
C1156,Gemstone Flame,coat,coat,5,A,,SS,,SS,,S,,A,,Britain,,,,,FALSE,,FALSE,FALSE,
C1157,Glittering Sleeves,coat,coat,5,S,,,SS,A,,SS,,,S,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
C1158,Feathered Clothing,coat,coat,5,S,,SS,,SS,,A,,A,,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
C1159,Soft and Warm Feelings,coat,coat,5,A,,A,,,SS,,A,SS,,Lolita,,,,,FALSE,,FALSE,FALSE,
C1160,Enchanted Moment,coat,coat,4,A,,A,,,S,,S,,A,POP,,,,,FALSE,,FALSE,FALSE,
C1161,Chocolate Lovers,coat,coat,4,A,,S,,,A,,SS,,A,,,,,,FALSE,,FALSE,TRUE,
C1162,White Snow,coat,coat,5,A,,SS,,S,,S,,,A,,,,,,FALSE,,FALSE,FALSE,
C1163,Flying Pigeons,coat,coat,4,,SS,,A,,A,,S,,A,Preppy,,,,,FALSE,,FALSE,FALSE,
C1164,Hidden Wind in Spring,coat,coat,4,B,,S,,,A,,SS,,A,Dryad,,,,,FALSE,,FALSE,FALSE,
C1165,Heart of Sunflowers,coat,coat,4,A,,A,,,S,,S,,A,Dryad,,,,,FALSE,,FALSE,TRUE,
C1166,Tender Loveletter,coat,coat,5,S,,,SS,,S,,S,,S,Lolita,,,,,FALSE,,FALSE,FALSE,
C1167,Moonlit Crow,coat,coat,5,S,,A,,SS,,SS,,A,,Kimono,,,,,FALSE,,FALSE,FALSE,
C1168,Glory in Morning Mist,coat,coat,5,A,,SS,,,A,SS,,,A,Fairy,,,,,FALSE,,FALSE,FALSE,
C1169,Color of Grass,coat,coat,5,A,,SS,,S,,,SS,S,,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
C1170,April Breeze,coat,coat,5,A,,SS,,,A,,SS,A,,Britain,,,,,FALSE,,FALSE,FALSE,
C1171,Beautiful Flowers,coat,coat,5,A,,SS,,S,,,SS,,A,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
C1172,Broken Dreams,coat,coat,5,SS,,A,,SS,,A,,S,,Kimono,,,,,FALSE,,FALSE,FALSE,
C1173,Pioneering Silhouette,coat,coat,4,A,,S,,SS,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
C1175,Fruit Pudding,coat,coat,4,S,,,SS,,S,A,,,B,POP,Sports,,,,FALSE,,FALSE,FALSE,
C1176,Fruit Pudding · Cyan,coat,coat,4,A,,,SS,,S,B,,,A,POP,Sports,,,,FALSE,,FALSE,FALSE,
C1177,Fruit Pudding · Pink,coat,coat,4,A,,,SS,,S,A,,,A,POP,Sports,,,,FALSE,,FALSE,FALSE,
C1178,Delicious Combo,coat,coat,4,A,,,S,,S,A,,A,,,,,,,FALSE,,FALSE,FALSE,
C1179,Best Combo,coat,coat,4,A,,,SS,,A,SS,,B,,,,,,,FALSE,,FALSE,FALSE,
C1180,Zodiac Cape,coat,coat,4,S,,A,,,S,,A,S,,Pajamas,,,,,FALSE,,FALSE,FALSE,
C1181,Zodiac Cape · Afterglow,coat,coat,4,A,,A,,,S,,A,SS,,Pajamas,,,,,FALSE,,FALSE,FALSE,
C1182,Spring Cape,coat,coat,3,,S,S,,,B,,A,B,,,,,,,FALSE,,FALSE,FALSE,
C1183,Spring Cape · Gorgeous,coat,coat,4,B,,S,,,A,,S,S,,Winter,,,,,FALSE,,FALSE,FALSE,
C1184,Spring Cape · Epic,coat,coat,5,SS,,A,,,A,,S,SS,,Winter,,,,,FALSE,,FALSE,FALSE,
C1185,Autumn Cape,coat,coat,5,S,,A,,,S,,A,SS,,Winter,,,,,FALSE,,FALSE,FALSE,
C1186,Unsolved Quiz,coat,coat,3,,S,A,,,S,,A,,A,Lolita,,,,,FALSE,,FALSE,FALSE,
C1187,Unsolved Quiz · Gorgeous,coat,coat,4,B,,SS,,,SS,,A,,A,Lolita,,,,,FALSE,,FALSE,FALSE,
C1188,Unsolved Quiz · Epic,coat,coat,5,S,,A,,,SS,,S,,S,Lolita,,,,,FALSE,,FALSE,FALSE,
C1189,Unsolved Quiz · Mint,coat,coat,5,SS,,A,,,SS,,A,,A,Lolita,,,,,FALSE,,FALSE,FALSE,
C1190,Sunrise Kiss,coat,coat,5,S,,S,,S,,SS,,S,,Street,,,,,FALSE,,FALSE,FALSE,
C1191,Perfect Role,coat,coat,5,A,,SS,,SS,,A,,S,,Evening Gown,,,,,FALSE,,FALSE,FALSE,
C1192,Healing Fantasy,coat,coat,5,S,,,SS,,A,,SS,A,,Lolita,,,,,FALSE,,FALSE,FALSE,
C1193,The Lure of Solitude,coat,coat,5,A,,SS,,,S,,SS,A,,Modern China,,,,,FALSE,,FALSE,FALSE,
C1194,Long Blooming Camellia,coat,coat,5,A,,SS,,,S,,S,S,,Modern China,,,,,FALSE,,FALSE,TRUE,
C1195,City Map,coat,coat,5,S,,,SS,S,,SS,,,A,Musician,,,,,FALSE,,FALSE,FALSE,
C1198,Taste of Humanity,coat,coat,4,,S,,A,,A,,S,,A,Kimono,,,,,FALSE,,FALSE,FALSE,
C1199,Noodle Dreamland,coat,coat,4,,A,,SS,,S,,A,,A,,,,,,FALSE,,FALSE,TRUE,
C1200,Butterfly Dancing,coat,coat,5,A,,SS,,A,,SS,,,S,,,,,,FALSE,,FALSE,FALSE,
C1201,God Blessing,coat,coat,5,A,,SS,,A,,SS,,,A,,,,,,FALSE,,FALSE,TRUE,
C1202,Opera Legend,coat,coat,5,SS,,A,,SS,,,A,S,,European,,,,,FALSE,,FALSE,FALSE,
C1203,Afternoon Bell,coat,coat,4,,SS,S,,,A,,A,A,,Preppy,,,,,FALSE,,FALSE,FALSE,
C1204,Delicious Signal,coat,coat,5,A,,,A,,SS,,SS,,A,Dryad,,,,,FALSE,,FALSE,FALSE,
C1205,Delicious Signal · Fantasy,coat,coat,5,A,,,A,,SS,,SS,,S,Dryad,,,,,FALSE,,FALSE,FALSE,
C1208,Lively Bell and Drum,coat,coat,5,S,,S,,S,,SS,,,A,Dancer,,,,,FALSE,,FALSE,FALSE,
C1209,Racing into the Dusk,coat,coat,5,S,,S,,A,,A,,SS,,European,,,,,FALSE,,FALSE,FALSE,
C1210,Song to Your Heart,coat,coat,5,A,,SS,,,SS,,S,,A,Fairy,,,,,FALSE,,FALSE,FALSE,
C1211,Watch the Stars,coat,coat,4,A,,,A,SS,,SS,,,A,,,,,,FALSE,,FALSE,FALSE,
C1212,Misty Satin,coat,coat,5,A,,SS,,,A,,SS,,A,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
C1213,Misty Splendor,coat,coat,5,S,,SS,,,A,,SS,,S,Chinese Classical,,,,,FALSE,,FALSE,TRUE,
C1214,Crisp Cheese,coat,coat,5,A,,,SS,,SS,,A,S,,Maiden,,,,,FALSE,,FALSE,FALSE,
C1215,Variety Civet Cat Sweet,coat,coat,5,A,,,SS,,SS,,A,S,,Maiden,,,,,FALSE,,FALSE,TRUE,
C1216,Chestnut Muffin,coat,coat,5,A,,,SS,,SS,,A,S,,Maiden,,,,,FALSE,,FALSE,FALSE,
C1217,Variety Civet Cat Sugar,coat,coat,5,A,,,SS,,SS,,A,A,,Maiden,,,,,FALSE,,FALSE,TRUE,
C1218,Virtual Dream,coat,coat,5,S,,,SS,,SS,,A,A,,Maiden,,,,,FALSE,,FALSE,FALSE,
C1219,Variety Civet Cat Illusion,coat,coat,5,A,,,SS,,SS,,S,A,,Maiden,,,,,FALSE,,FALSE,TRUE,
C1221,Fragrance of Forest,coat,coat,5,A,,A,,,SS,,S,,A,Modern China,,,,,FALSE,,FALSE,FALSE,
C1222,Aroma of Rice-dumpling,coat,coat,5,A,,A,,,S,,S,,A,Modern China,,,,,FALSE,,FALSE,TRUE,
C1223,Fluffy Snow Fantasia,coat,coat,5,A,,,SS,,A,,A,SS,,Animal,Lolita,,,,FALSE,,FALSE,FALSE,
C1224,Gorgeous Debut,coat,coat,5,A,,,SS,A,,SS,,S,,,,,,,FALSE,,FALSE,FALSE,
C1225,Child Fort,coat,coat,4,A,,,SS,S,,A,,,A,Unisex,,,,,FALSE,,FALSE,FALSE,
C1227,Fog of Dream Path,coat,coat,4,,S,,A,,S,,B,,SS,Sun Care,,,,,FALSE,,FALSE,FALSE,
C1228,Auburn Fall,coat,coat,4,A,,,SS,,A,,A,SS,,,,,,,FALSE,,FALSE,FALSE,
C1229,Silent Winterland,coat,coat,4,A,,,S,,A,,A,SS,,,,,,,FALSE,,FALSE,FALSE,
C1230,Battle of the Era,coat,coat,5,A,,,SS,,A,SS,,,A,Future,,,,,FALSE,,FALSE,FALSE,
C1231,Virus Network,coat,coat,5,A,,,SS,,A,SS,,,A,Future,,,,,FALSE,,FALSE,FALSE,
C1232,Summer Sniff,coat,coat,5,A,,A,,,SS,,A,,SS,Floral,,,,,FALSE,,FALSE,FALSE,
C1233,Gentle Moon,coat,coat,4,,A,SS,,A,,B,,,SS,Sun Care,,,,,FALSE,,FALSE,FALSE,
C1234,Fragrant Curtain,coat,coat,5,A,,SS,,,A,,SS,,A,Kimono,,,,,FALSE,,FALSE,FALSE,
C1235,Lost Ages,coat,coat,5,S,,A,,SS,,SS,,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
C1236,Ocean Waves,coat,coat,5,,A,,A,,SS,,SS,,A,Sun Care,,,,,FALSE,,FALSE,FALSE,
C1237,Memory of Hot Summer,coat,coat,5,,A,,SS,,B,,A,,S,,,,,,FALSE,,FALSE,TRUE,
C1238,Shadowy Virata,coat,coat,5,A,,SS,,SS,,A,,,A,Multicultural,,,,,FALSE,,FALSE,FALSE,
C1239,Silver Blue Ripples,coat,coat,5,,SS,SS,,A,,A,,,S,Fairy,,,,,FALSE,,FALSE,FALSE,
C1240,Silver Puzzle,coat,coat,5,S,,A,,S,,SS,,,A,Britain,,,,,FALSE,,FALSE,FALSE,
C1241,Trails of Stars,coat,coat,5,A,,,SS,,SS,,A,,A,POP,,,,,FALSE,,FALSE,FALSE,
C1242,Overflowing Joy,coat,coat,5,A,,,SS,,SS,,A,,A,POP,,,,,FALSE,,FALSE,TRUE,
C1243,Silent Nightmare,coat,coat,5,S,,SS,,SS,,S,,,A,Gothic,,,,,FALSE,,FALSE,FALSE,
C1244,Sakura in Mist,coat,coat,5,S,,SS,,A,,SS,,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
C1245,Glowing Snow,coat,coat,5,A,,SS,,A,,SS,,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
C1246,Dawn Glimmer,coat,coat,5,A,,SS,,,A,,SS,,A,Dryad,,,,,FALSE,,FALSE,FALSE,
C1247,Dawn Glimmer · Message,coat,coat,5,A,,SS,,,A,,SS,,S,Dryad,,,,,FALSE,,FALSE,FALSE,
C1248,Dawn Glimmer · Time,coat,coat,5,A,,S,,,S,,SS,,A,Dryad,,,,,FALSE,,FALSE,FALSE,
C1249,Makeup Removed,coat,coat,5,A,,SS,,A,,,SS,,S,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
C1250,Music from Vaishali,coat,coat,5,A,,SS,,S,,S,,A,,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
C1251,Painting of Starry Sky,coat,coat,5,A,,,SS,,A,,SS,,A,Future,,,,,FALSE,,FALSE,FALSE,
C1252,Fragrant Green Plum,coat,coat,5,,A,SS,,,A,,S,,A,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
C1253,Forest Collection,coat,coat,5,S,,,SS,,SS,,A,A,,Fairy,,,,,FALSE,,FALSE,FALSE,
C1254,Dangerous World of Book,coat,coat,5,A,,,SS,,S,,A,S,,Fairy,,,,,FALSE,,FALSE,TRUE,
C1255,Fluorescent Macaron,coat,coat,4,A,,,S,,SS,,A,,A,POP,Sports,,,,FALSE,,FALSE,FALSE,
C1256,Fluorescent Macaron · Purple,coat,coat,4,A,,,SS,,SS,,A,,A,POP,Sports,,,,FALSE,,FALSE,FALSE,
C1257,Fluorescent Macaron · Blue,coat,coat,4,A,,,SS,,S,,A,,B,POP,Sports,,,,FALSE,,FALSE,FALSE,
C1258,Fluorescent Macaron · Orange,coat,coat,4,A,,,SS,,SS,,A,,A,POP,Sports,,,,FALSE,,FALSE,FALSE,
C1259,Love Talk of Lily,coat,coat,3,,S,A,,,A,,A,S,,Lolita,,,,,FALSE,,FALSE,FALSE,
C1260,Love Talk of Lily · Gorgeous,coat,coat,4,A,,S,,,A,,A,S,,Lolita,,,,,FALSE,,FALSE,FALSE,
C1261,Love Talk of Lily · Epic,coat,coat,5,S,,S,,,S,,S,SS,,Lolita,,,,,FALSE,,FALSE,FALSE,
C1262,Love Talk of Lily · Night,coat,coat,5,SS,,A,,,S,,A,SS,,Lolita,,,,,FALSE,,FALSE,FALSE,
C1263,Dream Realm,coat,coat,4,B,,,S,A,,,SS,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
C1264,Dream Realm · Twilight,coat,coat,4,B,,,SS,A,,,S,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
C1265,Dream Realm · Sky,coat,coat,4,A,,,SS,A,,,S,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
C1266,Fresh Inspiration,coat,coat,4,,A,,S,,SS,,A,,A,POP,,,,,FALSE,,FALSE,FALSE,
C1267,Fresh Inspiration · Secret,coat,coat,4,,A,,S,,SS,,B,,A,POP,,,,,FALSE,,FALSE,FALSE,
C1268,Fresh Inspiration · Forest,coat,coat,4,,A,,S,,S,,A,,A,POP,,,,,FALSE,,FALSE,FALSE,
C1269,Reveal the Past,coat,coat,4,A,,SS,,A,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
C1270,Tough Flower,coat,coat,4,A,,SS,,A,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
C1271,Rare Flower,coat,coat,4,A,,SS,,A,,S,,B,,,,,,,FALSE,,FALSE,FALSE,
C1272,Structured Hive,coat,coat,3,,S,,S,,B,,A,A,,Animal,,,,,FALSE,,FALSE,FALSE,
C1273,Structured Hive · Gorgeous,coat,coat,4,A,,,S,,S,,B,A,,Animal,,,,,FALSE,,FALSE,FALSE,
C1274,Structured Hive · Epic,coat,coat,5,SS,,,A,,S,,A,S,,Animal,,,,,FALSE,,FALSE,FALSE,
C1275,Structured Hive · Illusion,coat,coat,5,SS,,,A,,SS,,A,S,,Animal,,,,,FALSE,,FALSE,FALSE,
C1276,Structured Hive · Buzzing,coat,coat,5,SS,,,A,,SS,,A,A,,Animal,,,,,FALSE,,FALSE,FALSE,
C1277,Journey at Night,coat,coat,5,A,,,S,,SS,A,,A,,Fairy,,,,,FALSE,,FALSE,FALSE,
C1278,Flower in Moonlight,coat,coat,4,A,,SS,,A,,,SS,B,,Modern China,,,,,FALSE,,FALSE,FALSE,
C1279,Miraculous Foresight and Writing,coat,coat,4,S,,S,,S,,,A,A,,Modern China,,,,,FALSE,,FALSE,TRUE,
C1280,Song of Blue Bird,coat,coat,4,A,,SS,,SS,,,B,,A,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
C1281,Secret Guardian,coat,coat,5,S,,S,,SS,,S,,,A,Britain,,,,,FALSE,,FALSE,FALSE,
C1282,Misty Mystery,coat,coat,5,SS,,S,,SS,,A,,A,,Britain,,,,,FALSE,,FALSE,FALSE,
C1283,Floral Season,coat,coat,4,A,,A,,,S,,S,,A,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
C1284,Summer Forest,coat,coat,4,,SS,A,,S,,,A,A,,Dryad,,,,,FALSE,,FALSE,FALSE,
C1285,Late Autumn Forest,coat,coat,4,,S,A,,SS,,,B,A,,Dryad,,,,,FALSE,,FALSE,FALSE,
