id,name,type,subtype,rarity,gorgeous,simple,elegant,lively,mature,cute,sexy,pure,warm,cool,tag1,tag2,maincolor,othercolor,tertiarycolor,category,suit,inasuit,animated,pose,desc
41414,Flaming Crimson Flower,top,top,5,,A,SS,,S,,,S,,A,Chinese Classical,,Brown,Yellow,,Festivals,Cherish This Night,TRUE,FALSE,FALSE,"The school is dismissed and everyone hurries back. Only a girl remains silent in her seat, reading the book at hand."
41415,A Warm Night,top,top,5,,A,SS,,A,,,S,,A,Chinese Classical,,Brown,Orange,,Festivals,Cherish This Night,TRUE,FALSE,FALSE,"The night is peaceful, and the lights are gentle. Lana holds hands with her sister, enjoying the lanterns."
41416,Crescent Moon,top,top,5,A,,SS,,A,,SS,,,A,Floral,Goddess,White,Pink,,Pigeon,Spring Jacaranda,TRUE,FALSE,FALSE,"Many years ago, I took care of a seriously ill girl, whose body was like a clumsy cage, imprisoning her soul."
41417,Balmy Pistil Cold,top,top,5,A,,SS,,,A,,SS,,A,Modern China,,Blue,White,,Cloud,Dawn of Spring,TRUE,FALSE,FALSE,"To protect rare birds, flowers and plants, she and her fellows create the Bird and Flower Protection Association."
41418,Balmy Pistil Cold · Night,top,top,5,A,,SS,,,A,,SS,,A,Modern China,,Blue,White,,,,FALSE,FALSE,FALSE,"She looks for the traces of the birds in the cold wind, and she would never allow herself to have any hesitation."
41419,Balmy Pistil Cold · Dawn,top,top,5,A,,SS,,,A,,S,,A,Modern China,,Brown,White,,,,FALSE,FALSE,FALSE,"Inspired by her speech, people join in the protection of endangered flowers and rare birds."
41420,Lonely Heart Songs,top,top,5,S,,A,,SS,,SS,,A,,Unisex,Traditional,Brown,,,Wasteland,Eye of Truth,TRUE,FALSE,FALSE,The eternal laws in the complex combination show her the beauty of reason that is different from occultism.
41421,Lonely Heart Songs · Idea,top,top,5,A,,A,,SS,,SS,,A,,Unisex,Traditional,Red,Pink,,,,FALSE,FALSE,FALSE,"She thinks of deserts, forests and seas she saw... sunset, morning god and starlight at night..."
41422,Lonely Heart Songs · Cast,top,top,5,A,,S,,SS,,SS,,A,,Unisex,Traditional,Yellow,White,,,,FALSE,FALSE,FALSE,She pieces together information about that kingdom. It is separated from the mainland by a huge sea.
41423,Serene Moon Night,top,top,5,S,,SS,,A,,SS,,,A,,,Blue,White,,Apple,Lunar Observation,TRUE,FALSE,FALSE,She is named after the New Moon. Fate somehow connects her to this bright and lonely satellite.
41424,Serene Moon Night · Plenilune,top,top,5,A,,SS,,A,,SS,,,A,,,Black,Silver,,,,FALSE,FALSE,FALSE,The Planetarium hopes that she can compile those precious materials into a book so that they can be passed down.
41425,Serene Moon Night · New Moon,top,top,5,A,,SS,,S,,SS,,,A,,,Brown,Yellow,,,,FALSE,FALSE,FALSE,"Alone but happy, she sees different moons at different moon gazing spots to her amazement."
41426,Beautiful and Precious,top,top,5,A,,SS,,,SS,,A,A,,Chinese Classical,,Brown,,,Cloud,Long Song,TRUE,FALSE,FALSE,"The dancer's name was Wanhua, but no one ever asked about her original name."
41427,Echoes of Loneliness,top,top,5,A,,SS,,S,,,SS,A,,European,,Silver,White,,Festivals,Garden of Dreams,TRUE,FALSE,FALSE,"She’d sacrifice everything for the city. Yet, the longing for the outside world keeps echoing in her heart."
41428,Wonderful Experience,top,top,5,A,,SS,,S,,S,,A,,Unisex,European,White,Silver,,Festivals,Colorful Magical Light,TRUE,FALSE,FALSE,"Outlining numerous forest views with his magical painting brushes, Reiner decides to go to places he has never been to."
41429,Empowered by God,top,top,5,S,,A,,SS,,SS,,,A,Goddess,Traditional,Brown,Yellow,,Story Suits,Royal Sand Burning,TRUE,FALSE,FALSE,"It is small compared to other cities. Eko, the leader, embarks on a journey and brings back a golden bird."
41430,Search for the Path,top,top,5,A,,SS,,SS,,A,,S,,Chinese Classical,Swordsman,White,Silver,,Story Suits,Duel with Swords,TRUE,FALSE,FALSE,Her masters believe only by keeping away from the hustle and bustle can they see the ups and downs of the world.
41431,Color of Candy,top,top,5,S,,,A,,SS,SS,,A,,POP,,Pink,Black,,Apple,Candy Doggy,TRUE,FALSE,FALSE,Zia runs a small dessert shop. The much-loved pastries and desserts in the shop are all made by her own hands.
41432,Color of Candy · Sweet,top,top,5,A,,,A,,S,SS,,A,,POP,,Brown,Purple,,,,FALSE,FALSE,FALSE,Canty's grumbling is mixed with the oven's sizzling. Zia feels peaceful and focuses more on the recipe.
41433,Secret Target,top,top,5,A,,A,,SS,,S,,,S,Chic,,Silver,Pink,,Apple,Luxurious Flames,TRUE,FALSE,FALSE,"At the party, everyone talks or dances with others, having different purposes. Shelley just does it with ease."
41434,Ink Painting of Wheat,top,top,3,,S,,A,S,,,A,,A,,,Silver,Blue,,Gallery,Language of Jasmine Tea,TRUE,FALSE,FALSE,"The silk top with knot buttons, embroidered with auspicious patterns in gold thread, brings coolness in hot summer."
41435,Spring Outfit,top,top,4,A,,A,,,S,,SS,,A,Animal,,White,Blue,,Gallery,Swallows Singing Spring,TRUE,FALSE,FALSE,"It's said that swallows are the messengers of spring. They fly past winter and arrive before spring, to bring new hope."
41436,Eerie Night Guardian,top,top,5,A,,,A,,SS,SS,,,S,Gothic,,Blue,Black,,Lilith,Chase the Shadow,TRUE,FALSE,FALSE,"The maiden lives peacefully in the old castle, accompanied only by bats and tree shadows, she doesn't know her mission."
41437,Night of Stars,top,top,5,A,,S,,S,,SS,,,A,Traditional,,Blue,White,,Wasteland,Lost in a Sand Boat,TRUE,FALSE,FALSE,The hem of her dress glistening in starlight becomes a curtain protecting people's dreams from storm and coldness.
41438,Color of Candy · Ocean,top,top,5,A,,,A,,SS,SS,,A,,POP,,Blue,White,,,,FALSE,FALSE,FALSE,"Zia finds a dirty puppy squatting in the shadow, as if it is on the other side of the bustling city."
41439,Silent Compassion,top,top,4,A,,,A,,SS,,S,,B,,,Green,White,,Lilith,Iridescent Spring,TRUE,FALSE,FALSE,"The plant is drought tolerant, but still needs careful watering. One day, when Beini fetches water, a sandstorm comes."
41440,Iridescent Spring,top,top,4,A,,,SS,,A,,S,,B,,,Green,Brown,,Lilith,Iridescent Spring,TRUE,FALSE,TRUE,"In the second year, Beini comes to the dune early. The spring breeze touches her, like soft laughter from a distance."
41443,Nocturnal Haze,top,top,4,A,,S,,,A,,SS,,A,European,,White,Blue,,4 Seasons,Snowfall Chime,TRUE,FALSE,FALSE,"White mist envelops the palace. It is the quietest time of the day, bringing Sherry a long-forgotten peace."
41444,Nocturnal Haze - Poetry,top,top,4,A,,S,,,A,,SS,,B,European,,Yellow,Brown,,,,TRUE,FALSE,FALSE,The sunglow spreads past the woods to the peaceful castle. Sherry returns to her friend after a long journey.
41445,Nocturnal Haze - Song,top,top,4,A,,S,,,A,,S,,A,European,,White,Pink,,,,TRUE,FALSE,FALSE,"The Pigeon Palace has fallen asleep as stars twinkle gently in the sky, but the girl remains awake."
41446,Championship Throne,top,top,4,A,,,SS,,S,,A,A,,Street,,Blue,White,,Apple,Chief Gamer,TRUE,FALSE,FALSE,"For most players, the championship is a dream, but for Kula, it's just another small milestone in her reign."
41447,Spring Parade,top,top,5,A,,SS,,A,,,SS,A,,European,,Brown,White,,Pigeon,Spring Celebration,TRUE,FALSE,FALSE,"Delicate flowers are floating on the river, people are dancing, joining in this grand spring parade."
41448,Spring Celebration,top,top,5,A,,SS,,B,,,SS,A,,European,,Brown,White,,Pigeon,Spring Celebration,TRUE,FALSE,TRUE,"Songs and dances converge into a sea of joy, people are smiling. This springtime extravaganza belongs to all."
41449,Be Brave Be True,top,top,4,,S,,A,A,,S,,,A,Sports,,Black,Silver,,Gallery,Hiking Diary,TRUE,FALSE,FALSE,"Calling it quits isn't a luxury here. Looking behind her at the daunting journey back, Shelly decides to carry onward."
41450,Thin Flower Hedge,top,top,3,,B,SS,,,B,,S,,B,,,Brown,Orange,,Gallery,Beside the Hedge,TRUE,FALSE,FALSE,"Other travelers continue on after drinking tea, but he stays. He asks the girl to teach him how to make floral tea."
41451,Fantasy Land,top,top,5,SS,,,A,,S,,A,S,,Fairy,,Brown,White,,Troupe,Puppet Fairy Tale,TRUE,FALSE,FALSE,"On the far side of the rainbow, there exists a land without troubles, and the young girl Suzy is sent here by the wind."
41452,Puppet Theater,top,top,5,A,,,SS,,SS,,A,A,,Fairy,,White,Brown,,Troupe,Puppet Fairy Tale,TRUE,FALSE,TRUE,She hopes that this fairy tale can make children never stop chasing freedom and have a heart that believes in love.
41453,Magic Scholar,top,top,4,B,,S,,SS,,,A,A,,Preppy,,White,Red,,Pigeon,Magic Principles,TRUE,FALSE,FALSE,"Her wisdom is a gift from God, which she doesn't want to bury, so she treats this special gift with caution."
41454,Magic Principles,top,top,4,A,,SS,,S,,,A,A,,Preppy,,White,Purple,,Pigeon,Magic Principles,TRUE,FALSE,TRUE,"However, the annotations and explanations marked with colors in notebooks have revealed her sister's concerns."
41455,Classical School,top,top,4,S,,,SS,,A,,A,S,,Preppy,,Brown,White,,Apple,Flying Magic,TRUE,FALSE,FALSE,"She is the president of the Broomstick Association, responsible for helping freshmen find suitable brooms."
41456,Flying Magic,top,top,4,A,,,S,,SS,,A,B,,Preppy,,Brown,Orange,,Apple,Flying Magic,TRUE,FALSE,TRUE,"The playground is Tini's paradise. As she flies on her broom like a shooting star across the sky, her magic shines in cheers."
41457,Shadow of Abyss,top,top,5,A,,SS,,SS,,S,,,A,Gothic,,Black,Silver,,Festivals,Night Whisperer,TRUE,FALSE,FALSE,There is only a little light in the castle. Unnina sighs as no one knows she is only saving the candles.
41458,Moon Bright Tonight,top,top,4,,B,S,,,B,,S,,A,,,Blue,Brown,,Gallery,Viburnum Night,TRUE,FALSE,FALSE,"The rain stops. Sunlight slips through the wooden window, casting a glow on the desk. Dewdrops shimmer on the grass."
41459,Moon Bright Tonight Â· Pink,top,top,4,,A,S,,,A,,S,,A,,,White,Silver,,,,TRUE,FALSE,FALSE,"For the first time, she sees flowers bloom in their purest beauty. Fragrance and serenity weave a flawless dream."
41460,Moon Bright Tonight Â· Blue,top,top,4,,A,S,,,B,,S,,A,,,Silver,Blue,,,,TRUE,FALSE,FALSE,"Amid the decay, a lone white viburnum bloomed, pure and beautiful, its sweetness lingering in the spring breeze."
41461,Temple Incarnation,top,top,5,A,,,S,S,,S,,,A,Multicultural,,Blue,Brown,,Wasteland,Trail at Faraway Night,TRUE,FALSE,FALSE,Amina's mother was the best envoy ever. She loved snuggling up to her mother and listening to her gentle voice.
41462,Begonia Night,top,top,3,,S,,B,,S,,A,,A,Chinese Classical,,Brown,Silver,,,,TRUE,FALSE,FALSE,"Muxue senses human emotion and glides after duckweed in leisure. Hanyun visits often, his eyes soft and unreadable."
41463,Begonia Night Â· Gorgeous,top,top,4,B,,,SS,,S,,A,,A,Chinese Classical,,Brown,Silver,,,,TRUE,FALSE,FALSE,"Muxue grows sad, not yet used to the absence of Hanyun, who once kept her company."
41464,Begonia Night Â· Epic,top,top,5,SS,,,A,,SS,,A,,A,Chinese Classical,,Brown,Pink,,Cloud,Moon and Carp,TRUE,FALSE,FALSE,"A century passed—she could take human form, yet she refused to leave this small pond."
41465,Begonia Night Â· Answer,top,top,5,SS,,,A,,SS,,A,,A,Chinese Classical,,Pink,White,,,,TRUE,FALSE,FALSE,"The sunset glow reddens the flowers—and the couple beneath the tree. For a moment, she wonders which is lovelier."
41466,Begonia Night Â· Awake,top,top,5,S,,,S,,S,,S,,S,Chinese Classical,,Blue,White,,,,TRUE,FALSE,FALSE,"She dreamed of the courtyard. As she slipped through the scattered petals, eyes followed her from the shadows."
41467,Rosy Puppet,top,top,3,,S,B,,,S,,A,,B,Britain,,Blue,Brown,,,,TRUE,FALSE,FALSE,"Ashina feels like a puppet, made to be seen, not heard. Just a perfect craft for others to display."
41468,Rosy Puppet - Gorgeous,top,top,4,A,,SS,,,SS,,A,,B,Britain,,Blue,Pink,,,,TRUE,FALSE,FALSE,"With the soothsayer's help, Ashina and the wanderers board the troupe's caravan and leave behind the gilded cage."
41469,Rosy Puppet - Epic,top,top,5,SS,,A,,,SS,,A,,A,Britain,,Blue,White,,Pigeon,Dominant of Magnificence,TRUE,FALSE,FALSE,"Luckily, traveling with the troupe, Ashina met many strangers and learned to talk and laugh with ease anywhere."
41470,Rosy Puppet - Gold,top,top,5,SS,,A,,,SS,,S,,A,Britain,,Brown,White,,,,TRUE,FALSE,FALSE,"The viscount and his wife falter in their grace. Their daughter, silent and doll-like, is all but forgotten."
41471,Rosy Puppet - Scarlet,top,top,5,SS,,A,,,S,,A,,A,Britain,,Red,Brown,,,,TRUE,FALSE,FALSE,She calls herself Spade—a soothsayer who travels with the troupe. Her uncanny readings attract curious passers-by.
41472,Lost Track,top,top,5,A,,,SS,,A,SS,,,S,Multicultural,,Orange,Brown,,Wasteland,Fox Traces on Sands,TRUE,FALSE,FALSE,Nothing escapes Wylda's keen senses. She is always vigilant and prepared to run away if danger arises.
41473,Snowstorm Journey,top,top,6,A,,SS,,SS,,A,,S,,Swordsman,,Silver,Pink,,Luxury,Oath of Ice & Sword,TRUE,FALSE,FALSE,"But is that true? Everywhere they went, unrest followed. Innocents fled their homes to escape the endless war.'"
41474,Dawn Victory,top,top,6,S,,A,,SS,,A,,SS,,Swordsman,,Silver,Blue,,Luxury,Oath of Ice & Sword,TRUE,FALSE,FALSE,"The dawn we await won't come from one person, but from everyone striving to bring peace.'"
41475,Messenger of Joy,top,top,4,A,,,S,,S,,A,S,,Animal,,White,Pink,,Lilith,Childish Dream,TRUE,FALSE,FALSE,Children believing in the existence of a beautiful fairy tale world won't be disappointed by Otto Themed Park.
41476,Best Route,top,top,4,A,,SS,,,SS,A,,,A,Britain,,Blue,Red,,Lilith,Core Player,TRUE,FALSE,FALSE,"As a staff officer, she rarely set foot on the battlefield by herself, but makes suggestions for her team."
41477,Unruly by Nature,top,top,4,A,,A,,SS,,SS,,A,,,,Black,Brown,,Apple,Unbridled Lone Ranger,TRUE,FALSE,FALSE,Caroline chooses to be a ranger without hesitation. She wants to experience the freest life even in the game.
41478,Armor of Valor,top,top,4,A,,A,,S,,S,,A,,Swordsman,,Brown,Black,,North,Honor of Knights,TRUE,FALSE,FALSE,"Megan has her own rules. She will never actively attack novices with lower levels in the game, but help them."
41481,Heart at Sea,top,top,5,B,,SS,,SS,,A,,,A,Sailor,,Blue,White,,Ruin,Voyage at Sea,TRUE,FALSE,FALSE,"Even in a game with sailing as its theme, no other characters have the same mysterious feel as her."
41482,Dream of Voyages,top,top,5,A,,SS,,SS,,A,,,A,Sailor,,Blue,White,,Ruin,Voyage at Sea,TRUE,FALSE,TRUE,But Ayers knows she never conquered the ocean or bid it farewell. She will always be haunted by the ocean.
41483,Touching Sound,top,top,5,A,,,S,,SS,,A,S,,Lolita,,Pink,White,,Lilith,Miraculous Voyage,TRUE,FALSE,FALSE,"The pages of her book have turned yellow, but the signature 'Liz' on the title page is not her name."
41484,Relaxing Fabric,top,top,4,A,,S,,A,,,S,B,,Chinese Classical,,Blue,White,,Festivals,Divine Verdant Flute,TRUE,FALSE,FALSE,Sing for the Adepti can summon butterflies. Her master used to be surrounded by butterflies as if he was divine.
41485,Divine Verdant Flute,top,top,4,A,,S,,S,,,A,A,,Chinese Classical,,Blue,White,,Festivals,Divine Verdant Flute,TRUE,FALSE,TRUE,Miaoyi sits on a stone and plays Sing for the Adepti. The butterfly lingers and she understands the song.
41486,Soft Sincere Wishes,top,top,5,A,,SS,,,A,,S,A,,,,White,Silver,,Lilith,Sweet Dream Lullaby,TRUE,FALSE,FALSE,"Veena arrives at this Lilith town without telling her butler and maid, wishing for a romantic encounter."
41487,Soft Sincere Wishes - Warm,top,top,5,A,,SS,,,A,,SS,S,,,,Brown,Orange,,,,FALSE,FALSE,FALSE,"Veena steps out of the chariot and waits for it to disappear around the corner, taking away soft loss and longing."
41488,Soft Sincere Wishes - Love,top,top,5,A,,SS,,,A,,SS,A,,,,White,Pink,,,,FALSE,FALSE,FALSE,Every girl had pink dreams and Veena is the same. She imagined a casual glance in a small town among the flowers.
41489,Carefree Memories,top,top,5,A,,,S,,S,,SS,SS,,Lolita,,White,Blue,,Lilith,Colorful Records,TRUE,FALSE,FALSE,"She is always quiet and many find her boring, but her heart is free and romantic, and has many dreams."
41490,Colorful Records,top,top,5,A,,,A,,SS,,SS,A,,Lolita,,White,Blue,,Lilith,Colorful Records,TRUE,FALSE,TRUE,Let's share!' The girl smiles at Sona and takes the final packet. 'Do you like to write in notebooks too?'
41491,Dusk Encounter,top,top,5,A,,,SS,,A,SS,,A,,,,Brown,White,,Festivals,Mushroom Umbrella,TRUE,FALSE,FALSE,"On that afternoon, the girl finds a visitor who accidentally ate the Puffy Mushroom in the house and got stuck."
41492,Ancient Legends,top,top,5,SS,,SS,,A,,S,,A,,European,,Green,Yellow,,Story Suits,Timeless Jade Light,TRUE,FALSE,FALSE,"Compared to a god, the girl prefers to be a companion to words. She sails in the endless sea of time."
41493,Forest Brave,top,top,5,A,,,SS,A,,SS,,,S,,,Pink,Silver,,Festivals,Stubborn Knight,TRUE,FALSE,FALSE,The knight carefully looks for clues and finds the princess' traces. She went headlong into the mushroom forest!
41494,Dream of Bright Skies,top,top,5,A,,,A,,SS,,SS,,S,Lolita,,White,Blue,,Story Suits,Poems in Blue Sky,TRUE,FALSE,FALSE,Fluffy clouds send the girl into the distant cloud city. Birds fly and chirp around her in welcome.
41495,Sporty Trend,top,top,4,,S,,B,S,,B,,,A,Sports,,Brown,Black,,Gallery,Sporty Trend,TRUE,FALSE,FALSE,Mia prefers simple and clean sportswear. This kind of outfit makes her feel very comfortable.
41496,Cat Fantasy,top,top,4,A,,,S,B,,S,,,A,,,Blue,Yellow,,Gallery,Story of the Cat,TRUE,FALSE,FALSE,Life feels different ever since she met the cat. That little body seems to contain infinite liveliness.
41497,Fan's Whispers,top,top,5,A,,S,,SS,,SS,,,A,Chinese Classical,,Red,Brown,,Cloud,Journey the Land,TRUE,FALSE,FALSE,She had witnessed the family's final glory. Her grandmother's long nature scroll took the family's honor back.
